id,fuente,localidad,tipo_restriccion,area_ha,length_m,bbox
NORM-PRC-limite_urbano-general-00001,PRC_LA_HIGUERA,general,limite_urbano,93.5,,"[-71.29101026063815, -29.63043607866998, -71.27440295626853, -29.61940933234726]"
NORM-PRC-riesgo_maremoto-caleta_los_hornos-00232,PRC_LA_HIGUERA,Caleta Los Hornos,riesgo_maremoto,,1550.0,"[-71.293492116826, -29.62304495247778, -71.28439459779237, -29.61825982888592]"
NORM-PRC-riesgo_maremoto-caleta_los_hornos-00233,PRC_LA_HIGUERA,Caleta Los Hornos,riesgo_maremoto,,1758.0,"[-71.29341664234096, -29.62322394525565, -71.28425255064553, -29.61889304212187]"
NORM-PRC-riesgo_maremoto-caleta_los_hornos-00234,PRC_LA_HIGUERA,Caleta Los Hornos,riesgo_maremoto,,1992.0,"[-71.29339935195148, -29.6236096105948, -71.28313775565269, -29.61910948732497]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00235,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.14,,"[-71.28302592555667, -29.62887045862301, -71.282541910745, -29.62812286148977]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00236,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.0,,"[-71.27929746406981, -29.62795842958318, -71.2792705056359, -29.62790479951257]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00237,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.4,,"[-71.2818651453524, -29.62951907051891, -71.28102582059755, -29.62763177689397]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00238,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.24,,"[-71.28262558123281, -29.62838617956678, -71.28216656510953, -29.62680734617065]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00239,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.51,,"[-71.28224088458481, -29.62795651067844, -71.27935406138734, -29.62656433907259]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00240,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.17,,"[-71.28558848268172, -29.62732418446391, -71.28522460608677, -29.62641272568697]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00241,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.43,,"[-71.28731777089612, -29.62721869120233, -71.28663613982397, -29.62582505478376]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00242,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.31,,"[-71.28600615563549, -29.62630982318562, -71.28534678905076, -29.62479792705596]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00243,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.37,,"[-71.28721286753996, -29.62575780497672, -71.2867586874223, -29.62395963079779]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00244,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.07,,"[-71.28611976061619, -29.62377260586023, -71.28530109031371, -29.62364689967003]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00245,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.16,,"[-71.28640608042119, -29.62468978690002, -71.28600103972371, -29.62362620611317]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00246,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.05,,"[-71.28671626407328, -29.62361588870837, -71.28634444604644, -29.62331653549819]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00247,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.02,,"[-71.28899725837115, -29.62307372349397, -71.28869168634259, -29.62289485234854]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00248,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.22,,"[-71.2886581742676, -29.62355823640673, -71.28736833876282, -29.62290139914305]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00249,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.0,,"[-71.2851647761534, -29.62144197872625, -71.2851027161575, -29.62138567758876]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00250,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.01,,"[-71.28560582139275, -29.62115950772041, -71.28539512052673, -29.62089731984758]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00251,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,1.74,,"[-71.28499143568732, -29.62679371322128, -71.27593088240458, -29.62010025516354]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00252,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.0,,"[-71.28509612646195, -29.61948784299981, -71.2850622279528, -29.61947531679617]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00253,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.06,,"[-71.28739285712574, -29.62386717025103, -71.28707326479969, -29.62346209813424]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00254,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.08,,"[-71.2868523238954, -29.62326687897552, -71.28658280923534, -29.62278368529052]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00255,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.22,,"[-71.28468356814707, -29.62571033167418, -71.28406959816421, -29.62472293596881]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00256,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,0.33,,"[-71.28408981195162, -29.62670170974149, -71.28225097398506, -29.62568808868072]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00257,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,2.63,,"[-71.29095973369722, -29.62313199323566, -71.2856558352497, -29.61969676197329]"
NORM-PRC-restriccion_AR1-caleta_los_hornos-00258,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR1,1.87,,"[-71.28925218746336, -29.62302421378226, -71.28625100877998, -29.62037485458563]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00259,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,1.14,,"[-71.29095487540356, -29.6226943390146, -71.28708755573993, -29.61969676197329]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00260,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27935092805538, -29.6285800320294, -71.27925660922881, -29.62850824321865]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00261,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27849397445328, -29.62812546998934, -71.27845146877601, -29.62807136213889]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00262,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27865729626396, -29.62804129223621, -71.27863584032977, -29.62800522033987]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00263,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27823247685073, -29.62798579459798, -71.27815900590574, -29.62792284614059]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00264,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27799162362585, -29.62782737320189, -71.27796025217081, -29.62780915988089]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00265,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27801165822237, -29.62779978717254, -71.27800113340163, -29.62779059182806]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00266,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.03,,"[-71.27851177533358, -29.62799886352935, -71.27820817867543, -29.6277774942109]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00267,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27794911833885, -29.62777379741576, -71.27793859352607, -29.62776460207582]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00268,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27822740109103, -29.62777891326382, -71.27813409880301, -29.62770623730662]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00269,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27810252433773, -29.62770818844133, -71.27803876642207, -29.62762738137841]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00270,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.08,,"[-71.28812010329239, -29.62275430444384, -71.28715452314498, -29.62243168332908]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00271,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.01,,"[-71.28722452993561, -29.6224182770707, -71.28706726671552, -29.6222932724085]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00272,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.28425158559904, -29.62061959845985, -71.28424106105858, -29.62061040269833]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00273,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.0,,"[-71.27924486547141, -29.6284552002081, -71.27923183040409, -29.62842814629865]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00274,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.01,,"[-71.27871241240516, -29.62818451529525, -71.27858544957029, -29.62805013279254]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00275,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,1.62,,"[-71.27809454250662, -29.62761894607275, -71.27554451998817, -29.62607294669894]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00276,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.07,,"[-71.2825925405884, -29.62276094868971, -71.28185598774243, -29.62252679413352]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00277,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.1,,"[-71.2870130118183, -29.62219621165941, -71.28639435240383, -29.62086197417771]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00278,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,3.67,,"[-71.29098859149107, -29.62495935001711, -71.28828718261094, -29.62252454953303]"
NORM-PRC-restriccion_AR2-caleta_los_hornos-00279,PRC_LA_HIGUERA,Caleta Los Hornos,restriccion_AR2,0.85,,"[-71.29101026111334, -29.62547559880546, -71.28994819851172, -29.62410896671842]"
NORM-PRC-limite_urbano-chungungo-00371,PRC_LA_HIGUERA,Chungungo,limite_urbano,134.52,,"[-71.31689909050864, -29.4538618597228, -71.29297945523854, -29.44090543729216]"
NORM-PRC-restriccion_AR2-chungungo-00453,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.09,,"[-71.30459597890598, -29.44815972521472, -71.30360628642318, -29.44723936092482]"
NORM-PRC-restriccion_AR2-chungungo-00454,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.04,,"[-71.30358054300308, -29.44885972496942, -71.30329372725836, -29.44856249109475]"
NORM-PRC-restriccion_AR2-chungungo-00455,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.23,,"[-71.30379079239664, -29.44993225528848, -71.3032906308318, -29.44899673498946]"
NORM-PRC-restriccion_AR2-chungungo-00456,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.11,,"[-71.30406752859312, -29.45057446715558, -71.30363356744331, -29.45004574504535]"
NORM-PRC-restriccion_AR2-chungungo-00457,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.72,,"[-71.30803310191675, -29.45105489162356, -71.30409018552697, -29.44972655972468]"
NORM-PRC-restriccion_AR2-chungungo-00458,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.4,,"[-71.30999979855318, -29.45122661140254, -71.30859750073495, -29.45046860169361]"
NORM-PRC-restriccion_AR2-chungungo-00459,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.03,,"[-71.30428507450344, -29.44792877766574, -71.30363677852826, -29.44731832691986]"
NORM-PRC-restriccion_AR2-chungungo-00460,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.0,,"[-71.30762588555028, -29.45284384511938, -71.30761534216651, -29.45282514382122]"
NORM-PRC-restriccion_AR2-chungungo-00461,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.0,,"[-71.3095102539786, -29.45139707801386, -71.30935565907255, -29.45138503169919]"
NORM-PRC-restriccion_AR2-chungungo-00462,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.01,,"[-71.29305568960895, -29.44991070172017, -71.29301564109541, -29.44971184946085]"
NORM-PRC-restriccion_AR2-chungungo-00463,PRC_LA_HIGUERA,Chungungo,restriccion_AR2,0.06,,"[-71.31263038112851, -29.45370855102863, -71.31213961471926, -29.45341588191856]"
NORM-PRC-riesgo_maremoto-chungungo-00464,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,508.0,"[-71.31625369172768, -29.45136553415713, -71.3148703693004, -29.45023260615488]"
NORM-PRC-riesgo_maremoto-chungungo-00465,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,3772.0,"[-71.31381056667038, -29.45403830617837, -71.30137747191282, -29.44052347783479]"
NORM-PRC-riesgo_maremoto-chungungo-00466,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,4044.0,"[-71.3137274137969, -29.45401808254497, -71.3005578174248, -29.44049674234986]"
NORM-PRC-riesgo_maremoto-chungungo-00467,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,395.0,"[-71.31610701179187, -29.45132653685593, -71.31518393349056, -29.45039241535052]"
NORM-PRC-riesgo_maremoto-chungungo-00468,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,158.0,"[-71.31590202687568, -29.45091645086876, -71.31526475406541, -29.45055829443919]"
NORM-PRC-riesgo_maremoto-chungungo-00469,PRC_LA_HIGUERA,Chungungo,riesgo_maremoto,,4395.0,"[-71.31367727535802, -29.45390564042982, -71.29978452918388, -29.44021532535086]"
NORM-PRC-restriccion_AR1-chungungo-00470,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,5.15,,"[-71.31689909060906, -29.45386185975593, -71.31233122649604, -29.4481929616292]"
NORM-PRC-restriccion_AR1-chungungo-00471,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.44,,"[-71.30230058382516, -29.45310459676164, -71.30050176678671, -29.45184840454133]"
NORM-PRC-restriccion_AR1-chungungo-00472,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.01,,"[-71.30274759158556, -29.45165852721188, -71.3025615595798, -29.45149050388008]"
NORM-PRC-restriccion_AR1-chungungo-00473,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.58,,"[-71.30499375956208, -29.4515850930776, -71.30295028709143, -29.45102468664948]"
NORM-PRC-restriccion_AR1-chungungo-00474,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,1.24,,"[-71.30366231864741, -29.45178465660347, -71.30161112363935, -29.45039003763133]"
NORM-PRC-restriccion_AR1-chungungo-00475,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.15,,"[-71.29929082165111, -29.44988716064347, -71.29751403450936, -29.44937931747979]"
NORM-PRC-restriccion_AR1-chungungo-00476,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.57,,"[-71.30455360611715, -29.4510958034283, -71.3029887211466, -29.4486718285454]"
NORM-PRC-restriccion_AR1-chungungo-00477,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.0,,"[-71.2989110691817, -29.44878676071302, -71.29880720750816, -29.44873170674365]"
NORM-PRC-restriccion_AR1-chungungo-00478,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.98,,"[-71.30336393842498, -29.44881031775276, -71.3015707992108, -29.44784857406195]"
NORM-PRC-restriccion_AR1-chungungo-00479,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.12,,"[-71.30242156159372, -29.44821264709498, -71.30166795484874, -29.44757290907139]"
NORM-PRC-restriccion_AR1-chungungo-00480,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,5.21,,"[-71.29907378027292, -29.4494211052362, -71.29298296087994, -29.44759252236162]"
NORM-PRC-restriccion_AR1-chungungo-00481,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.0,,"[-71.29577298757827, -29.44692351382397, -71.29563243174452, -29.44689984878336]"
NORM-PRC-restriccion_AR1-chungungo-00482,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.23,,"[-71.30475891231434, -29.44795657276554, -71.30361894170932, -29.44674638469529]"
NORM-PRC-restriccion_AR1-chungungo-00483,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,1.06,,"[-71.30434579733216, -29.44793674908607, -71.30243167820683, -29.44641877855314]"
NORM-PRC-restriccion_AR1-chungungo-00484,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.11,,"[-71.29734072973145, -29.44683846947604, -71.29692588065619, -29.44643775412049]"
NORM-PRC-restriccion_AR1-chungungo-00485,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.37,,"[-71.29598937804136, -29.44681694410194, -71.29523828072509, -29.44628588512956]"
NORM-PRC-restriccion_AR1-chungungo-00486,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,1.08,,"[-71.3057176555797, -29.44657281377416, -71.30395416593235, -29.44432033927385]"
NORM-PRC-restriccion_AR1-chungungo-00487,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.98,,"[-71.30607331249874, -29.44680363936698, -71.30454356581232, -29.4442280837072]"
NORM-PRC-restriccion_AR1-chungungo-00488,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.21,,"[-71.30600543752328, -29.44411654823514, -71.30517270308145, -29.44313196976217]"
NORM-PRC-restriccion_AR1-chungungo-00489,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.8,,"[-71.30553478298927, -29.44402167506396, -71.30397715325387, -29.44282901192245]"
NORM-PRC-restriccion_AR1-chungungo-00490,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.36,,"[-71.30555879647589, -29.44307953245778, -71.30508577274276, -29.44214909021782]"
NORM-PRC-restriccion_AR1-chungungo-00491,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,0.74,,"[-71.30502847742919, -29.44293570775124, -71.30402437810552, -29.44188013649869]"
NORM-PRC-restriccion_AR1-chungungo-00492,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,3.49,,"[-71.30313043151766, -29.45038990961609, -71.29908644623481, -29.44845293711748]"
NORM-PRC-restriccion_AR1-chungungo-00493,PRC_LA_HIGUERA,Chungungo,restriccion_AR1,6.88,,"[-71.31447699888952, -29.45255151674236, -71.30327231119608, -29.44232034274817]"
NORM-PRC-inmueble_conservacion_historica-chungungo-00494,PRC_LA_HIGUERA,Chungungo,inmueble_conservacion_historica,0.14,,"[-71.30068012819484, -29.45288122915444, -71.30013683987265, -29.452475346161]"
NORM-PRC-limite_urbano-la_higuera-00581,PRC_LA_HIGUERA,La Higuera,limite_urbano,195.95,,"[-71.21355964155819, -29.51712890221231, -71.19067362595072, -29.50186550527954]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00582,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.03,,"[-71.19965293790445, -29.5082937786746, -71.19939561396812, -29.50809945897792]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00583,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.20327746716403, -29.51094860954159, -71.20306909576696, -29.51082404795443]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00584,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.20291075440953, -29.51104776749988, -71.20275761179529, -29.51095716834311]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00585,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.2027173375233, -29.51111864418904, -71.20254612342475, -29.51096472764426]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00586,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.2037469543481, -29.51075905772731, -71.20352029433883, -29.51065522240916]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00587,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.20396288914759, -29.51066859179039, -71.20380599363013, -29.51058239670223]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00588,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.0,,"[-71.20407775618169, -29.51060395934372, -71.20399636645625, -29.51050259751757]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00589,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.01,,"[-71.2037171117706, -29.5110760208065, -71.20354769307951, -29.51097840033295]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00590,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.0,,"[-71.20379355294165, -29.51103151313202, -71.20370949131323, -29.51095736853084]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00591,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.0,,"[-71.20387062387576, -29.5110037546543, -71.20378887452988, -29.51094971451987]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00592,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.0,,"[-71.2039740834556, -29.51098779564942, -71.20388552054617, -29.51093349988359]"
NORM-PRC-inmueble_conservacion_historica-la_higuera-00593,PRC_LA_HIGUERA,La Higuera,inmueble_conservacion_historica,0.03,,"[-71.20459773609369, -29.51073620983979, -71.20430282179056, -29.51058743775577]"
NORM-PRC-restriccion_AR3-la_higuera-00830,PRC_LA_HIGUERA,La Higuera,restriccion_AR3,1.76,,"[-71.1997580397507, -29.5085796587779, -71.19834415230865, -29.50693238292047]"
NORM-PRC-restriccion_AR3-la_higuera-00831,PRC_LA_HIGUERA,La Higuera,restriccion_AR3,0.07,,"[-71.20186321810168, -29.51012957920173, -71.2012103161996, -29.50980071856328]"
NORM-PRC-restriccion_AR3-la_higuera-00832,PRC_LA_HIGUERA,La Higuera,restriccion_AR3,0.69,,"[-71.20126689910211, -29.50922659665889, -71.19998695596857, -29.50829578586736]"
NORM-PRC-restriccion_AR3-la_higuera-00833,PRC_LA_HIGUERA,La Higuera,restriccion_AR3,0.61,,"[-71.20348335359382, -29.51000225552272, -71.20119490243398, -29.50923509309914]"
NORM-PRC-restriccion_AR3-la_higuera-00834,PRC_LA_HIGUERA,La Higuera,restriccion_AR3,4.77,,"[-71.20957524332042, -29.5129322764742, -71.2057368032003, -29.5106852182622]"
NORM-PRC-restriccion_AR1-la_higuera-00835,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,4.37,,"[-71.2121246250129, -29.51001798768293, -71.20023713253534, -29.50708145088347]"
NORM-PRC-restriccion_AR1-la_higuera-00836,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,3.83,,"[-71.20037947024717, -29.51122538109746, -71.1921584173318, -29.51003508661148]"
NORM-PRC-restriccion_AR1-la_higuera-00837,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.29,,"[-71.20247433390533, -29.51026929635285, -71.20051085608749, -29.5096555186142]"
NORM-PRC-restriccion_AR1-la_higuera-00838,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,10.94,,"[-71.2124219731946, -29.51442445127702, -71.20343776637192, -29.5096915015373]"
NORM-PRC-restriccion_AR1-la_higuera-00839,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.53,,"[-71.20011705677824, -29.50969397827835, -71.19659490538861, -29.50926823498282]"
NORM-PRC-restriccion_AR1-la_higuera-00840,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.62,,"[-71.19671860831131, -29.50929115249558, -71.19396034173606, -29.50786000948499]"
NORM-PRC-restriccion_AR1-la_higuera-00841,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,1.74,,"[-71.20351647170708, -29.51655833165886, -71.19839895209913, -29.51434784830657]"
NORM-PRC-restriccion_AR1-la_higuera-00842,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.01,,"[-71.20432488898001, -29.51231283830435, -71.2040623303572, -29.51225581813815]"
NORM-PRC-restriccion_AR1-la_higuera-00843,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.0,,"[-71.20366874272304, -29.51455192512267, -71.20364988176787, -29.5145424060094]"
NORM-PRC-restriccion_AR1-la_higuera-00844,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,4.1,,"[-71.21355964130363, -29.51712890232317, -71.2038514497847, -29.5094363539051]"
NORM-PRC-restriccion_AR1-la_higuera-00845,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.03,,"[-71.20562314118202, -29.50990617075936, -71.20542604217508, -29.50962629082515]"
NORM-PRC-restriccion_AR1-la_higuera-00846,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.23,,"[-71.19412093541126, -29.51183473869142, -71.1933188441116, -29.51124476148375]"
NORM-PRC-restriccion_AR1-la_higuera-00847,PRC_LA_HIGUERA,La Higuera,restriccion_AR1,0.35,,"[-71.19227637466777, -29.51179034585831, -71.19079277502931, -29.51093958548078]"
NORM-PRC-restriccion_AR2-la_higuera-00848,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.01,,"[-71.20340886026572, -29.51673631973813, -71.20325312562748, -29.5166335545675]"
NORM-PRC-restriccion_AR2-la_higuera-00849,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.01,,"[-71.2044277466727, -29.51628413642369, -71.20429585501851, -29.5161109023323]"
NORM-PRC-restriccion_AR2-la_higuera-00850,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20465126323782, -29.51599908767792, -71.20463044578798, -29.51597168988214]"
NORM-PRC-restriccion_AR2-la_higuera-00851,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20469133361937, -29.5159534817006, -71.2046602052401, -29.51591689428287]"
NORM-PRC-restriccion_AR2-la_higuera-00852,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20116303486613, -29.51591290080166, -71.20111050382619, -29.51585844772611]"
NORM-PRC-restriccion_AR2-la_higuera-00853,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20123404003125, -29.51585708147881, -71.20122353381984, -29.51584789210799]"
NORM-PRC-restriccion_AR2-la_higuera-00854,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.2013883137849, -29.51583648245646, -71.20137780756313, -29.51582729307468]"
NORM-PRC-restriccion_AR2-la_higuera-00855,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20126458237019, -29.5158385319505, -71.20124356994828, -29.51582032399141]"
NORM-PRC-restriccion_AR2-la_higuera-00856,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.11,,"[-71.20277990052766, -29.51647553360134, -71.20247042063257, -29.51576033166701]"
NORM-PRC-restriccion_AR2-la_higuera-00857,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20164511105152, -29.51578711938813, -71.2016346048142, -29.5157779299882]"
NORM-PRC-restriccion_AR2-la_higuera-00858,PRC_LA_HIGUERA,La Higuera,restriccion_AR2,0.0,,"[-71.20277892355364, -29.51575947716392, -71.20273748443287, -29.51572306104879]"
