id,fuente,localidad,tipo_restriccion,area_ha,length_m,bbox
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02949,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,12.06,,"[-70.75977299627785, -30.06486862268298, -70.7540859571215, -30.06092873696255]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02950,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,17.88,,"[-70.92913637149756, -30.06400364167006, -70.92007898389248, -30.0583601065848]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02951,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,133.46,,"[-71.32163363903602, -30.06999110980904, -71.30210899081018, -30.0517951953294]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02952,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.33,,"[-71.08247786950834, -30.05647313005775, -71.08007343415105, -30.0554485822271]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02953,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,8.9,,"[-70.91330211534405, -30.06371549673141, -70.90961952380476, -30.05803664077663]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02954,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.0,,"[-70.86811956231696, -30.05918661250899, -70.8657212946332, -30.05865021723742]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02955,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.49,,"[-71.32275474737934, -30.05274430098262, -71.32007469036265, -30.05114429346621]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02956,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.16,,"[-71.14615017676151, -30.0596151894792, -71.1442471247255, -30.05415234639714]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02957,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.5,,"[-70.92035246963152, -30.05818330139818, -70.91796405394443, -30.05737366400079]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02958,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,16.05,,"[-70.9118392162886, -30.06529981082937, -70.90665884855304, -30.05755624672372]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02959,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.25,,"[-70.89289532220533, -30.05855548378773, -70.89258193856182, -30.05777204940824]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02960,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,15.39,,"[-70.91689497678351, -30.06470648649168, -70.91168446052316, -30.05695438026555]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02961,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,7.15,,"[-70.89264123955479, -30.06171068978576, -70.88932247287354, -30.05728270234482]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02962,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.58,,"[-70.8887056238702, -30.05888817435579, -70.88720790278627, -30.05732132353773]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02963,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.66,,"[-70.71792887538477, -30.06332306960914, -70.71525047361854, -30.05940362111242]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02964,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,6.66,,"[-70.8615559703238, -30.06162984398403, -70.85854602815955, -30.05718508497855]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02965,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,85.03,,"[-70.74091144665856, -30.07995497465874, -70.73019834217203, -30.05884547972539]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02966,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.67,,"[-71.15199124149409, -30.05354031595292, -71.15109013960955, -30.05248697716222]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02967,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-71.14869656883091, -30.05280523800142, -71.1483924661897, -30.05254068821508]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02968,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.66,,"[-70.81286022911533, -30.059703754475, -70.81077494432745, -30.057601271702]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02969,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,15.97,,"[-71.33477217161975, -30.05797484366799, -71.32329102357541, -30.04928988559698]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02970,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,14.72,,"[-71.20842286864323, -30.05531174979859, -71.19799883872284, -30.05129668679863]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02971,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,25.78,,"[-71.10822719131937, -30.0599735396262, -71.10124046568266, -30.05298136469746]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02972,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,10.23,,"[-70.9060020075719, -30.05971613442701, -70.90153861838634, -30.05602397307203]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02973,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.75,,"[-70.86868253899684, -30.05763255719213, -70.86509007836092, -30.05657249250744]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02974,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.67,,"[-70.86331331801453, -30.05768337346195, -70.86269674145937, -30.05663604575923]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02975,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,4.33,,"[-70.85648031352106, -30.05959430418397, -70.85344139156368, -30.05675427076296]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02976,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.33,,"[-70.70326205445663, -30.06014819876082, -70.69968782355453, -30.05880698754617]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02977,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.33,,"[-71.15526906199786, -30.05323176490688, -71.15406384036139, -30.05191873802682]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02978,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-71.1498793239995, -30.05226637703524, -71.14957522024223, -30.05200182482398]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02979,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-70.85852661817214, -30.05723154265803, -70.8579149436178, -30.05644395091985]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02980,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,156.06,,"[-70.86772728938881, -30.07205650011365, -70.84099311983312, -30.05609280845433]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02981,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.08,,"[-71.29583940444329, -30.05005827167958, -71.29401872793318, -30.0487704678627]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02982,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-71.15912693390072, -30.05237930939174, -71.1585130520802, -30.05107606123398]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02983,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-70.90179248657824, -30.05558235759291, -70.90059829424354, -30.05504566550534]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02984,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.25,,"[-70.7719273870162, -30.05843079532063, -70.77072383307322, -30.05686437185889]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02985,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,4.99,,"[-70.73609774612532, -30.0589519400131, -70.73191756551394, -30.05734233622439]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02986,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-70.7175854300372, -30.05862831041983, -70.71697928860307, -30.05758156147001]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02987,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.83,,"[-70.33982524870808, -30.06276568710117, -70.3386271414972, -30.06197416948267]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02988,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,14.81,,"[-71.06992925257721, -30.05644900082866, -71.0588087508749, -30.05241584555784]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02989,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,12.06,,"[-70.92063096345514, -30.05688476137485, -70.91313226750152, -30.05454738863831]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02990,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-70.89671221035698, -30.05512329763204, -70.896408711246, -30.05485927912154]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02991,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.83,,"[-71.14658469138931, -30.05180555835612, -71.14566681282002, -30.05076199939724]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02992,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.33,,"[-71.06538675625036, -30.05286968923125, -71.0629878966854, -30.05207657484266]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02993,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.33,,"[-70.85731297660074, -30.0562137634639, -70.85520369340571, -30.05465124307836]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02994,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,3.08,,"[-70.74178447344033, -30.05909335404409, -70.73965803793243, -30.05624418856571]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02995,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,6.41,,"[-70.74686497321152, -30.06033659452686, -70.74383358957408, -30.05592509324501]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02996,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,4.74,,"[-70.70951015369256, -30.05903188030483, -70.70564188072305, -30.05639183487575]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02997,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.75,,"[-70.91282872915747, -30.05489842840187, -70.91131605017199, -30.05333148893721]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02998,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,3.99,,"[-71.3366906430385, -30.04883981730403, -71.33397421556825, -30.04624343767879]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-02999,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,3.58,,"[-71.08118057408097, -30.05211521121017, -71.07790245730615, -30.05053351169366]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03000,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,12.98,,"[-70.82302119679038, -30.05957177068184, -70.81816807545457, -30.05439385253063]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03001,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.25,,"[-70.896408711246, -30.05487219837454, -70.89518483569815, -30.05305421752998]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03002,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.82,,"[-71.32804188986312, -30.04846872513048, -71.32412571698558, -30.04588817358867]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03003,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.99,,"[-70.87163881441194, -30.05575089338188, -70.86980355448223, -30.05315374056781]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03004,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.33,,"[-70.82444736944846, -30.05563455238785, -70.82292600831329, -30.05380407050825]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03005,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,9.24,,"[-70.3478677349399, -30.06195284724901, -70.34129749428513, -30.05955370658824]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03006,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.91,,"[-71.10414314839612, -30.04989867021763, -71.10323119608299, -30.04884562591187]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03007,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,3.91,,"[-70.92237206668116, -30.05425280967009, -70.91964511228629, -30.05166009209236]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03008,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-70.78888077765694, -30.05377692242873, -70.78857754610546, -30.05351313304997]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03009,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,6.74,,"[-71.21131535573068, -30.04997330718134, -71.20711371923079, -30.04683730956734]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03010,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.83,,"[-70.72111455217096, -30.05598800455809, -70.72019636501408, -30.05363865124985]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03011,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,7.98,,"[-71.15339378791437, -30.05144340871193, -71.14979515815887, -30.04701434854363]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03012,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,4.66,,"[-71.08950591588885, -30.05040576663683, -71.08651005473335, -30.04804492588312]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03013,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,11.15,,"[-70.91847100426848, -30.05326626628233, -70.91186322593319, -30.05070832985575]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03014,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2243.82,,"[-71.21563172208806, -30.12459976825949, -71.13939144727141, -30.04655861147146]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03015,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,8.07,,"[-71.08621700375721, -30.05045787047884, -71.08111539332637, -30.04786105129486]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03016,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1196.83,,"[-70.9686347493022, -30.11010406569258, -70.88427493765974, -30.04980679224583]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03017,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,6.15,,"[-71.18021141644248, -30.04766473622412, -71.17452912658189, -30.04604739071906]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03018,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,4.58,,"[-70.89996647760269, -30.05379026615811, -70.89841429624059, -30.05040970909431]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03019,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,8.98,,"[-70.8011358899119, -30.05573257019021, -70.79755783169084, -30.05181217733367]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03020,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.17,,"[-70.33228933264223, -30.0573799956717, -70.33168857885737, -30.0571141610669]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03021,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.58,,"[-71.15034161495399, -30.04657313033173, -71.14765534488922, -30.04575996011037]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03022,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,37.34,,"[-71.11438022646507, -30.05423191047511, -71.10591213010402, -30.04639367558657]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03023,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.58,,"[-71.07752261700432, -30.04798858206811, -71.07602473198183, -30.04667602043662]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03024,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,16.13,,"[-71.15909312139135, -30.05113972817487, -71.15430610323979, -30.04511346426007]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03025,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,130.59,,"[-71.00697682749188, -30.06324219517947, -70.9931034559516, -30.04736445652448]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03026,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.33,,"[-70.69119911227729, -30.0522117774484, -70.69058872644563, -30.05142871487061]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03027,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-70.67447455124066, -30.05242955029994, -70.67386866089083, -30.05138297433347]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03028,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.75,,"[-71.11093688790538, -30.04640326063933, -71.11000840187003, -30.04484998569795]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03029,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.58,,"[-71.09422173171792, -30.04668480202063, -71.09180108158755, -30.04513622019634]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03030,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.17,,"[-71.19805638150223, -30.04342220722164, -71.19745373402257, -30.04315256620215]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03031,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.83,,"[-71.08076802747114, -30.04611418337507, -71.07986171110997, -30.04506128366148]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03032,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.66,,"[-71.14404566778336, -30.04510277794354, -71.14223806603009, -30.04380441646897]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03033,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.58,,"[-70.96377114588876, -30.04843261348441, -70.9628448603209, -30.04660578853435]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03034,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.67,,"[-71.17506930882386, -30.04381418167121, -71.17386978888489, -30.04302530961803]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03035,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.58,,"[-70.97329273560243, -30.04674040455784, -70.97179504122491, -30.04620757101199]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03036,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.33,,"[-70.32808065124316, -30.05639218192031, -70.32419842277372, -30.05430486538917]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03037,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.75,,"[-70.92434631763224, -30.04798054810337, -70.92223157871362, -30.04642666804647]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03038,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,47.18,,"[-70.60613279677787, -30.06199219740815, -70.59399025600588, -30.05044686785746]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03039,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,19.63,,"[-71.16372206165828, -30.05026272477022, -71.15838349267732, -30.04216880983235]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03040,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.92,,"[-70.88252312192033, -30.0475549188255, -70.88073196235158, -30.04649042986244]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03041,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.83,,"[-70.91748529892767, -30.04885557458459, -70.91628619999425, -30.04573036670184]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03042,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.5,,"[-70.92520671259808, -30.04614075468066, -70.9239975838294, -30.04536163217439]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03043,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.17,,"[-70.77831964956202, -30.04768921593884, -70.7777179181154, -30.04742141276081]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03044,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.91,,"[-70.97505802058843, -30.0454239918905, -70.97116715883794, -30.04437623213599]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03045,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.58,,"[-70.90191727516606, -30.04621981578387, -70.90101179086521, -30.0454320480126]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03046,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,10.56,,"[-71.17179189147518, -30.04724903077147, -71.16815375397466, -30.0410416313389]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03047,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.33,,"[-70.9239975838294, -30.04537910474542, -70.92219144872472, -30.04433590690986]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03048,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,86.98,,"[-71.3246558727295, -30.05153555379951, -71.31206736827782, -30.03768512997766]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03049,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-71.15709392940524, -30.04071866677238, -71.15678984547962, -30.04045410066227]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03050,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,3.24,,"[-70.88727983494209, -30.04618794124875, -70.88457345980179, -30.04462109808665]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03051,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.42,,"[-70.39761702727368, -30.05150260260026, -70.39700886178866, -30.05072009849587]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03052,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,58.54,,"[-71.34871217439716, -30.05293565131713, -71.3385484214658, -30.03691694382902]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03053,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,20.71,,"[-70.90613635455223, -30.0508643726386, -70.9007529550281, -30.04409892914489]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03054,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,49.25,,"[-70.86942205108711, -30.0529873199242, -70.85802919496116, -30.0446509890824]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03055,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.32,,"[-70.77716257275901, -30.04978722320091, -70.77501711147617, -30.04589531716979]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03056,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,11.23,,"[-70.66882338589215, -30.05380415940548, -70.66371710512932, -30.0472991969004]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03057,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1674.47,,"[-70.99675212669379, -30.12322171224951, -70.95332783923548, -30.04255704358448]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03058,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-70.66901740626642, -30.0472991969004, -70.66871448917169, -30.04703566366705]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03059,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.17,,"[-70.39999861646403, -30.05122695113315, -70.39879687106121, -30.05017513290099]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03060,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,1.66,,"[-71.15320836597053, -30.04105658317617, -71.1514063964547, -30.03975334365338]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03061,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,5.65,,"[-71.36481390043281, -30.03899703385971, -71.36213441516199, -30.03584388407996]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03062,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.83,,"[-70.87679233491262, -30.04529423951342, -70.87531442361094, -30.0437146541003]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03063,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.75,,"[-71.10722862101181, -30.04076213462885, -71.1060347568147, -30.03970429289602]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03064,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.08,,"[-70.89708152936646, -30.04316795028987, -70.89677806759025, -30.04290393207009]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03065,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,19.88,,"[-71.1607092309468, -30.04414819628801, -71.15056713688809, -30.03858741616503]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03066,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,44.0,,"[-71.06579507164878, -30.0472968340423, -71.0487707029293, -30.0403085869209]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03067,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.83,,"[-70.32860507674124, -30.05043520225336, -70.32472306212392, -30.04961668339998]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03068,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,0.17,,"[-71.36594580517912, -30.03505425069263, -71.36534284205659, -30.03478388063862]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03069,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,63.28,,"[-71.36099622049689, -30.05041799674314, -71.34867726182809, -30.03489113117836]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03070,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,463.43,,"[-71.12864883770727, -30.08570073869791, -71.09716807764576, -30.03894012249219]"
NORM-PRI-riesgo_remocion_masa-intercomunal_elqui-03071,PRI_ELQUI_2019,intercomunal_elqui,riesgo_remocion_masa,2.33,,"[-71.04634543654562, -30.04172794256254, -71.04452787676242, -30.04016052556595]"
