id,fuente,localidad,codigo_zona,geom_type,area_ha,bbox,folder_path
NORM-PRC-zona_urbana-chungungo-00512,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.15,"[-71.3050284774292, -29.44293570775124, -71.30467968736365, -29.44208723327852]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00513,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.02,"[-71.30507365496163, -29.44332410532159, -71.30489219247374, -29.44305758695064]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00514,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.78,"[-71.30553478298933, -29.44402167506396, -71.3039771532539, -29.44282901192245]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00515,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.05,"[-71.30541564185239, -29.44565509483774, -71.30502089097607, -29.44516444216563]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00516,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.38,"[-71.30336393842502, -29.44847530449955, -71.3024582077889, -29.44784374256805]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00517,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.61,"[-71.30271203974894, -29.44881031775274, -71.30157079921081, -29.4478534148109]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00518,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.29,"[-71.30168158996416, -29.4488671908794, -71.30064652919195, -29.44836642702409]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00519,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.16,"[-71.30114453803941, -29.44820677164666, -71.30054580354269, -29.44768670044195]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00520,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,7.24,"[-71.30269571049202, -29.44862439091044, -71.29857733938009, -29.44458313690384]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00521,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.79,"[-71.30232097458462, -29.44793090217074, -71.30095278851832, -29.44656107059308]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00522,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.12,"[-71.3024320492669, -29.44821264709498, -71.30166795484877, -29.44756942547667]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00523,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.21,"[-71.30394101823862, -29.44793674908607, -71.30293717979532, -29.44724439997689]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00524,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.85,"[-71.30435255382967, -29.44779344947072, -71.30244583233505, -29.44642812547532]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00525,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.18,"[-71.30366231864744, -29.45178732587977, -71.30213535077564, -29.4508872246669]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00526,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.13,"[-71.30039177344038, -29.45026090324004, -71.29947639040869, -29.44995555896086]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00527,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.05,"[-71.30232060720702, -29.45038990961609, -71.30161953781052, -29.45030024152814]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00528,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.04,"[-71.30163433955094, -29.45037192652358, -71.30065068909553, -29.45022532955174]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00529,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.15,"[-71.29929082186752, -29.44988716019727, -71.29751403465414, -29.44937931703097]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00530,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.11,"[-71.2973407293978, -29.44683846953135, -71.29692588073624, -29.44643775424422]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00531,PRC_LA_HIGUERA,Chungungo,ZIP,Polygon,7.6,"[-71.31447699888957, -29.45255151674234, -71.3095520172902, -29.44948861476792]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00532,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.43,"[-71.29946142708732, -29.45079355467442, -71.29714402344698, -29.4504017620405]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00533,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,9.06,"[-71.302025270864, -29.45318578328858, -71.29728747661906, -29.45037455162122]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00534,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,1.58,"[-71.29838507198632, -29.44908073568091, -71.29298589288095, -29.44778445382064]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00535,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.38,"[-71.30086812064987, -29.44865742472025, -71.29984687439512, -29.44799189699572]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00536,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.5,"[-71.30233474310054, -29.44823695314868, -71.30124436427799, -29.44721337634935]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00537,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,1.14,"[-71.3038799383538, -29.44750664590223, -71.30211704690512, -29.44643703560965]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00538,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,2.31,"[-71.30451120609621, -29.44448829299789, -71.30177589870188, -29.44317088025527]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00539,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.37,"[-71.29598937756522, -29.44681694371792, -71.29523828107426, -29.44628588540457]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00540,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.77,"[-71.29535948067227, -29.44716683427021, -71.29358602723227, -29.44629718191702]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00541,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.45,"[-71.29700674039219, -29.44685524459225, -71.29588183108639, -29.446328566826]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00542,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.84,"[-71.3017230134615, -29.45021746230762, -71.3003156788622, -29.44924578627557]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00543,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,1.18,"[-71.3022541925391, -29.45167434437401, -71.3004581572376, -29.45037933643966]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00544,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.19,"[-71.30388983600064, -29.45075150022646, -71.30318671851683, -29.45015407830866]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00545,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.07,"[-71.3034522778715, -29.45086959294687, -71.30295084871894, -29.45051580199607]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00546,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.32,"[-71.30358078491265, -29.45178465640997, -71.30196056686303, -29.45079781351194]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00547,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.02,"[-71.30396751367034, -29.45083514065418, -71.30362802332172, -29.45072550267513]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00548,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,1.05,"[-71.30273879766428, -29.45024359551079, -71.30082070715824, -29.44918068436556]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00549,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.47,"[-71.30297681735703, -29.45017198311023, -71.3017837642138, -29.44878997376904]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00550,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.34,"[-71.30030659717669, -29.44930272901479, -71.29910344633852, -29.44883223435906]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00551,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,2.36,"[-71.3168990909449, -29.45151806238936, -71.3151561451949, -29.44819296142286]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00552,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,1.26,"[-71.30386619557741, -29.45308364673737, -71.30084504951839, -29.45201080194026]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00553,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.04,"[-71.30455360611718, -29.4510958034283, -71.3037606158689, -29.45080458776737]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00554,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,2.86,"[-71.30496049580968, -29.44649257551862, -71.3025714706148, -29.44409616873334]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00555,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.19,"[-71.30593602125383, -29.44404756102525, -71.30517270308151, -29.44313196976218]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00556,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.6,"[-71.30499110620498, -29.4429073259396, -71.30402437810555, -29.44188013649869]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00557,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.42,"[-71.3043829231168, -29.44272076416248, -71.30369770878933, -29.44169667680542]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00558,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,1.03,"[-71.30571765557974, -29.44657281377416, -71.30395416593241, -29.44432033927386]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00559,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.48,"[-71.30301369089776, -29.45038647251963, -71.29942751712912, -29.44981541780676]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00560,PRC_LA_HIGUERA,Chungungo,ZU4,Polygon,0.68,"[-71.30318575379239, -29.45156185593828, -71.30161112363938, -29.45039003763133]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00561,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.11,"[-71.30222858155949, -29.44604252166228, -71.30190040618702, -29.4454742348437]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00562,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,5.21,"[-71.29907378070723, -29.44942110504014, -71.29298296087995, -29.44759252220029]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00563,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.44,"[-71.30230058352511, -29.45310459662862, -71.30050176674808, -29.45184840418246]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00564,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,7.2,"[-71.30384315458942, -29.44440385840315, -71.30031920151427, -29.44090543628031]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00565,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,9.39,"[-71.30138688672376, -29.44904866767785, -71.29297945506237, -29.44403151527011]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00566,PRC_LA_HIGUERA,Chungungo,ZIP,Polygon,6.35,"[-71.31058628757735, -29.45240524526809, -71.30230047605683, -29.45022072699041]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00567,PRC_LA_HIGUERA,Chungungo,ZAP,Polygon,5.26,"[-71.3088957991088, -29.45313601647871, -71.3024480725803, -29.45142306248672]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00568,PRC_LA_HIGUERA,Chungungo,ZIS,Polygon,0.15,"[-71.30289498791782, -29.44939375567206, -71.30242677686745, -29.44904866880343]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00569,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,0.22,"[-71.30337624903767, -29.45016241481029, -71.30298872114665, -29.44918796892479]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00570,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,1.28,"[-71.30313043151772, -29.44945050612025, -71.2990580719189, -29.4484529371175]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00571,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,2.3,"[-71.30733916632026, -29.45105388745478, -71.3032740863297, -29.44231930488027]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00572,PRC_LA_HIGUERA,Chungungo,ZAV,Polygon,0.22,"[-71.30876953986517, -29.45049391781739, -71.30791383942146, -29.44996689025441]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00573,PRC_LA_HIGUERA,Chungungo,ZE,Polygon,1.58,"[-71.3099585081971, -29.45134537622303, -71.30728679840168, -29.44972854836116]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00574,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,0.8,"[-71.30075932088589, -29.45014501321159, -71.29925507944422, -29.44931931601108]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00575,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.18,"[-71.30079739465911, -29.44930637462117, -71.29995316188571, -29.44886192137611]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00576,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,0.26,"[-71.30150108909378, -29.44863550306235, -71.30057725424076, -29.44799497034572]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00577,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,1.26,"[-71.30517755692831, -29.44404362020468, -71.302894305058, -29.44282316711777]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00578,PRC_LA_HIGUERA,Chungungo,ZU2,Polygon,1.61,"[-71.30571451501397, -29.44651278700477, -71.30297349844547, -29.44410279971343]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00579,PRC_LA_HIGUERA,Chungungo,ZCH2,Polygon,0.57,"[-71.30060407521292, -29.45147735366342, -71.29965965124251, -29.45060368439787]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-chungungo-00580,PRC_LA_HIGUERA,Chungungo,ZU1,Polygon,2.03,"[-71.30057673067479, -29.44682974652333, -71.29707690743174, -29.44386084725272]",PRC_LA_HIGUERA / Chungungo / Zonificacion_CH
NORM-PRC-zona_urbana-la_higuera-00955,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,3.83,"[-71.20037947024719, -29.51122538109747, -71.19215807391127, -29.51003508661148]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00956,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.35,"[-71.19227524138887, -29.51179034585831, -71.19079277502931, -29.51093958535885]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00957,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.53,"[-71.20011705677824, -29.50969397827835, -71.19659490538861, -29.50926823498282]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00958,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.62,"[-71.19671860726079, -29.50929115251261, -71.19396034070503, -29.50786000858312]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00959,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,1.37,"[-71.1938424460612, -29.51182354439737, -71.19119957799728, -29.51105868185605]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00960,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,1.76,"[-71.1997580397507, -29.5085796587779, -71.19834415230865, -29.50693238292047]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00961,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,5.62,"[-71.20119029233206, -29.51440158015926, -71.19785143859728, -29.51146904016165]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00962,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,1.93,"[-71.19956395239284, -29.51198547044517, -71.19640613616832, -29.511202033762]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00963,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,1.06,"[-71.1946888746359, -29.50935347365313, -71.19305087578516, -29.50843072996723]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00964,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,3.45,"[-71.2092937254379, -29.51466899004062, -71.20420036226254, -29.51212873150719]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00965,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,0.72,"[-71.20326558449145, -29.51296993011146, -71.20196732517347, -29.51189867581008]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00966,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,1.49,"[-71.20534109919986, -29.51220879821498, -71.20338436489857, -29.51044157266997]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00967,PRC_LA_HIGUERA,La Higuera,<sin_codigo_extraible>,Polygon,0.26,"[-71.20193292656892, -29.51190253274331, -71.20107458286124, -29.5113782261502]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00968,PRC_LA_HIGUERA,La Higuera,<sin_codigo_extraible>,Polygon,0.15,"[-71.20070232993855, -29.51162462605031, -71.19965927478208, -29.51142931037355]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00969,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,6.12,"[-71.20306795033002, -29.50675309489414, -71.19904034342343, -29.50388022282575]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00970,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,3.19,"[-71.20211595061193, -29.50802913763816, -71.19961981989636, -29.5059132051385]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00971,PRC_LA_HIGUERA,La Higuera,ZU2,Polygon,1.71,"[-71.20650334366995, -29.51683394714648, -71.2038393660398, -29.51436804453292]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00972,PRC_LA_HIGUERA,La Higuera,ZAP,Polygon,0.0,"[-71.20902661698315, -29.51419182233881, -71.20898461359779, -29.51415886674508]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00973,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,1.72,"[-71.20556658651344, -29.51563469237201, -71.20364988176787, -29.51420196013422]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00974,PRC_LA_HIGUERA,La Higuera,ZU2,Polygon,0.23,"[-71.20514581104828, -29.51705546587085, -71.20448277841676, -29.51643042009659]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00975,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,6.55,"[-71.20517161361278, -29.51203456924648, -71.20053344462802, -29.50963308901844]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00976,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.07,"[-71.20186321810168, -29.51012957920173, -71.2012103161996, -29.50980071856328]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00977,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,0.25,"[-71.2009839377195, -29.50995196759505, -71.20028073464285, -29.50938308130963]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00978,PRC_LA_HIGUERA,La Higuera,ZU2,Polygon,4.8,"[-71.21248143082263, -29.51195478268549, -71.2053295517691, -29.50911498157438]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00979,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.69,"[-71.20126689910211, -29.50922659665889, -71.19998695596857, -29.50829578586736]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00980,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,11.71,"[-71.20428026745135, -29.50938552116974, -71.19993390611307, -29.50352626911121]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00981,PRC_LA_HIGUERA,La Higuera,ZU2,Polygon,5.15,"[-71.19922765128544, -29.51520661314048, -71.19561805065798, -29.51127662570301]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00982,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,5.28,"[-71.20351647244698, -29.51655833202913, -71.19813692771011, -29.51434784954104]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00983,PRC_LA_HIGUERA,La Higuera,ZU2,Polygon,0.01,"[-71.20245719821611, -29.51652639200479, -71.20235884259603, -29.51641610380316]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00984,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,4.49,"[-71.21355964130363, -29.51712890232317, -71.2038514497847, -29.50922045095639]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00985,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.61,"[-71.20348335359382, -29.51000225552272, -71.20119490243398, -29.50923509309914]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00986,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,3.98,"[-71.2121246250129, -29.51001798768293, -71.20023713253534, -29.50708145088347]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00987,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.14,"[-71.20131627164656, -29.51026929635285, -71.20051085608749, -29.50996893591262]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00988,PRC_LA_HIGUERA,La Higuera,ZU1,Polygon,7.49,"[-71.20334411871777, -29.51507879740073, -71.19916018072475, -29.51185316352821]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00989,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,2.28,"[-71.19723160309368, -29.5134365239246, -71.19314414264217, -29.51132001025477]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00990,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.0,"[-71.20614289413102, -29.5119215912173, -71.20613202117548, -29.5119091212279]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00991,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.0,"[-71.20690776092427, -29.51291768573878, -71.20686181559412, -29.5129163138452]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00992,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,3.45,"[-71.20722858047696, -29.51442445127701, -71.20343776637192, -29.51174023982363]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00993,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,4.77,"[-71.20957524332042, -29.5129322764742, -71.2057368032003, -29.5106852182622]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00994,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,3.01,"[-71.21282640079377, -29.51228044643642, -71.20879432020064, -29.50940636558369]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-la_higuera-00995,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.03,"[-71.19412380048892, -29.51143552745586, -71.19375439675089, -29.51124489733177]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
