id,fuente,localidad,codigo_zona,geom_type,area_ha,bbox,folder_path
NORM-PRC-zona_urbana-la_higuera-00996,PRC_LA_HIGUERA,La Higuera,ZAV,Polygon,0.03,"[-71.20562314118202, -29.50990617075936, -71.2054260402872, -29.50962629082515]",PRC_LA_HIGUERA / La Higuera / Zonificacion_LH
NORM-PRC-zona_urbana-los_choros-01178,PRC_LA_HIGUERA,Los Choros,ZCH1,Polygon,2.8,"[-71.31291467797152, -29.29116027431468, -71.30863315613678, -29.28909732109737]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01179,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.85,"[-71.30788041590039, -29.28664210301927, -71.30528873402663, -29.28579206635315]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01180,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,7.67,"[-71.30413100167343, -29.28748211145027, -71.29950589643008, -29.28471060326711]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01181,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.23,"[-71.30782156071821, -29.28982020977064, -71.30567169677188, -29.289127141981]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01182,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.32,"[-71.30885580446656, -29.28661454290783, -71.30800663622446, -29.28616136817007]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01183,PRC_LA_HIGUERA,Los Choros,ZC,Polygon,0.73,"[-71.30510036477013, -29.28665328993063, -71.30431521034917, -29.28570928173123]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01184,PRC_LA_HIGUERA,Los Choros,ZIS,Polygon,0.1,"[-71.3037356984575, -29.28970006686992, -71.30303440662244, -29.2893830233388]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01185,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.94,"[-71.3101608948944, -29.28660042936637, -71.30876643576501, -29.2855580282701]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01186,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.12,"[-71.31178470930496, -29.28658439377152, -71.30975123470671, -29.28489621200159]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01187,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.47,"[-71.30328178239985, -29.28975915182962, -71.30026235117514, -29.28756644169064]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01188,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,5.32,"[-71.30071155036681, -29.28892278947403, -71.29762004537439, -29.2859597188012]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01189,PRC_LA_HIGUERA,Los Choros,ZAP,Polygon,2.24,"[-71.30126089745184, -29.28643034644073, -71.29858588626857, -29.2845859254837]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01190,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.0,"[-71.3092967124548, -29.28744074851512, -71.30928622138303, -29.28743608118201]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01191,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.7,"[-71.3124178408852, -29.28790642093649, -71.30910825427209, -29.28670535723782]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01192,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.98,"[-71.31216101501026, -29.289154175624, -71.30982365228918, -29.28775830788893]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01193,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.72,"[-71.30991268158698, -29.28945941865801, -71.30725455992744, -29.2875500470377]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01194,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,4.32,"[-71.30929654674397, -29.28836811833268, -71.30511472741566, -29.28673683034548]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01195,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.42,"[-71.30779239599, -29.28914917082697, -71.30573630574237, -29.28811478553401]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01196,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,5.77,"[-71.306210682155, -29.28828014550671, -71.30096012225276, -29.28678583583847]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01197,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,8.54,"[-71.30746000507735, -29.29124041376865, -71.29713890484413, -29.28686781853332]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01198,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.36,"[-71.30561949318174, -29.2896711686111, -71.30280299333548, -29.2888994723738]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01199,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.11,"[-71.30569444919803, -29.28903191944835, -71.30176070428067, -29.2881428665365]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01200,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,1.79,"[-71.30873884062619, -29.29090523599323, -71.30552666656423, -29.2899003736215]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01201,PRC_LA_HIGUERA,Los Choros,<sin_codigo_extraible>,Polygon,0.1,"[-71.30960379739639, -29.29086251329522, -71.30915592992547, -29.29053655947827]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01202,PRC_LA_HIGUERA,Los Choros,ZU5,Polygon,4.12,"[-71.30563141246888, -29.29124547520637, -71.30172786384361, -29.28989845935791]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01203,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,2.13,"[-71.30791839948601, -29.2921250355193, -71.30366548672286, -29.29099430992338]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01204,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.87,"[-71.30878013042955, -29.29127591017035, -71.30644114004247, -29.29079935259385]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01205,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.92,"[-71.31677338540042, -29.29005454641163, -71.31388938236121, -29.28954290929488]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01206,PRC_LA_HIGUERA,Los Choros,ZIS,Polygon,1.13,"[-71.31767492786625, -29.28993741837314, -71.31574285917681, -29.28877523168558]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01207,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.96,"[-71.31741775763463, -29.28863641164226, -71.3154241559458, -29.28712499285641]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01208,PRC_LA_HIGUERA,Los Choros,ZU2,Polygon,2.98,"[-71.31713278029625, -29.28939975292633, -71.31373761271095, -29.28748508812318]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01209,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,3.08,"[-71.3157934393736, -29.28730742935489, -71.31247503463175, -29.28370427592741]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01210,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,1.14,"[-71.31416144114174, -29.28867202480766, -71.31187130144413, -29.28667624210224]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01211,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.0,"[-71.31337059725247, -29.28782603731388, -71.31336998878133, -29.28782589527946]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01212,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.84,"[-71.31224596749779, -29.28656785752952, -71.3086290041776, -29.28459488610278]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01213,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,1.33,"[-71.30789876219681, -29.28607355602755, -71.29979456537161, -29.28446836350377]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01214,PRC_LA_HIGUERA,Los Choros,ZU2,Polygon,5.23,"[-71.31438506842822, -29.28653099234908, -71.31079026256393, -29.28383192427482]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01215,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,5.27,"[-71.31306986953476, -29.29038855738547, -71.3079219520169, -29.28799513935761]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01216,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,1.61,"[-71.30737350874837, -29.29314486648117, -71.30266031310695, -29.29142470071254]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01217,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.07,"[-71.30855729186696, -29.28609126441124, -71.30804352249974, -29.2858862682073]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01218,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.21,"[-71.314054684662, -29.289450080022, -71.31350288652928, -29.28871983873819]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01219,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.45,"[-71.31379505644693, -29.28967386946633, -71.31285839088078, -29.28886171124683]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01220,PRC_LA_HIGUERA,Los Choros,ZU2,Polygon,2.44,"[-71.3148193453678, -29.28813335344555, -71.31209561620976, -29.28652423518304]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01221,PRC_LA_HIGUERA,Los Choros,ZU5,Polygon,6.1,"[-71.31418826144657, -29.29253956773068, -71.30279301635771, -29.28961499142246]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01222,PRC_LA_HIGUERA,Los Choros,ZU1,Polygon,0.66,"[-71.31302629585987, -29.2906575297185, -71.31019503175898, -29.28945372362469]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01223,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.4,"[-71.31774168194318, -29.28978916409156, -71.31653002434572, -29.2887614333362]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01224,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.51,"[-71.31800845866996, -29.28977818649913, -71.31720045905708, -29.2886995988518]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01225,PRC_LA_HIGUERA,Los Choros,ZC,Polygon,0.43,"[-71.30573232953739, -29.29207144426378, -71.30457946068843, -29.29154529282242]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01226,PRC_LA_HIGUERA,Los Choros,ZU2,Polygon,0.21,"[-71.3152410769679, -29.28753941310079, -71.31436098429131, -29.28702637138396]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01227,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.21,"[-71.30433810384099, -29.286654230262, -71.30410868158182, -29.28566009396055]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-los_choros-01228,PRC_LA_HIGUERA,Los Choros,ZAV,Polygon,0.19,"[-71.30531108057077, -29.28664469442414, -71.30508659863453, -29.28580791440645]",PRC_LA_HIGUERA / Los Choros / Zonificacion_LCH
NORM-PRC-zona_urbana-punta_colorada-01346,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.19,"[-71.02327190534308, -29.3551836913522, -71.02191063628983, -29.35487731671501]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01347,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.13,"[-71.01576237203292, -29.35691525245143, -71.01495438428188, -29.35656782554471]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01348,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.14,"[-71.0149496983113, -29.35678723701811, -71.0138135421093, -29.35634641318884]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01349,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.37,"[-71.01807269188528, -29.35620497705808, -71.01717471686472, -29.35557578868806]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01350,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.15,"[-71.0192787395667, -29.35708299775114, -71.01795609337036, -29.35652607671959]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01351,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.02,"[-71.01950573345478, -29.35630313173591, -71.01919288198516, -29.35616919242088]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01352,PRC_LA_HIGUERA,Punta Colorada,ZIS,Polygon,0.13,"[-71.01424953316226, -29.3542230133427, -71.01372396474062, -29.35377279948549]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01353,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.6,"[-71.01497258372876, -29.35435303744151, -71.01362996057959, -29.35326257037258]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01354,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.09,"[-71.01446739151291, -29.35713439575689, -71.01387046533875, -29.35673906176982]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01355,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.07,"[-71.01861072804316, -29.35782304578727, -71.01791015564262, -29.35756710944239]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01356,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.07,"[-71.0152367507134, -29.35730627732511, -71.01446602343933, -29.35708665515186]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01357,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.08,"[-71.01510007412095, -29.35435671367518, -71.0142826195554, -29.35382722172659]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01358,PRC_LA_HIGUERA,Punta Colorada,ZC,Polygon,1.18,"[-71.01167828520911, -29.35621086507551, -71.01015885973771, -29.35479435074672]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01359,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.0,"[-71.01076634992344, -29.35618582102237, -71.01075401632919, -29.35616309631342]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01360,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.1,"[-71.01294070068707, -29.35343167787564, -71.01235724886386, -29.35274072406636]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01361,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.14,"[-71.01380657067224, -29.35432118103398, -71.01291035201155, -29.35345250177451]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01362,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.7,"[-71.01449278929184, -29.35380063634301, -71.0131563468836, -29.35272471784478]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01363,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.1,"[-71.01490667884215, -29.35308335494961, -71.01430685746546, -29.35268376471622]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01364,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.76,"[-71.0132248293786, -29.35277932449457, -71.01169453719174, -29.35185062684958]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01365,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.56,"[-71.01650065621118, -29.35039276499592, -71.01571403655339, -29.34914236602767]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01366,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.47,"[-71.0148140346403, -29.3515133982327, -71.01410276924958, -29.35028170631292]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01367,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,2.01,"[-71.0143705928635, -29.35226229270301, -71.01202919715278, -29.35050032481722]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01368,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.0,"[-71.01703161053126, -29.35106245626957, -71.01702139218644, -29.35105018425146]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01369,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,0.41,"[-71.01507149527998, -29.35782613761709, -71.01397397824869, -29.35717863268043]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01370,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,1.4,"[-71.01438914564443, -29.35874588720833, -71.01218671324378, -29.35751649474907]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01371,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,8.54,"[-71.0216062007989, -29.35620756391731, -71.01764470546068, -29.35204273372991]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01372,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,2.83,"[-71.02171859306509, -29.351165793566, -71.01779915346044, -29.34922940611534]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01373,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,3.63,"[-71.01962397478647, -29.35306923136465, -71.01625274248254, -29.35066409280195]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01374,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,1.3,"[-71.0184938780176, -29.35205705653628, -71.01595437258493, -29.3502681594988]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01375,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.29,"[-71.01704486553912, -29.35174461891392, -71.01584411716178, -29.35092269619018]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01376,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.16,"[-71.01673219111002, -29.35101620730247, -71.01611174209351, -29.35030447794276]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01377,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,0.82,"[-71.01788064971203, -29.35085830485757, -71.01642103662506, -29.34978028779331]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01378,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.8,"[-71.01406439177079, -29.3532667141938, -71.01264995013699, -29.35213647756341]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01379,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,2.39,"[-71.01086674442546, -29.35529472664173, -71.00862040094323, -29.35331722040117]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01380,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,4.09,"[-71.02081300449676, -29.35403408797361, -71.0169758023469, -29.35138082130892]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01381,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,1.36,"[-71.01580220813787, -29.3552756689234, -71.01402417853433, -29.35387558034075]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01382,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.32,"[-71.01336911022891, -29.35716398842059, -71.01203443034011, -29.35545735377574]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01383,PRC_LA_HIGUERA,Punta Colorada,ZU5,Polygon,6.13,"[-71.01487214678497, -29.35649420108268, -71.01110293986206, -29.35353228562634]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01384,PRC_LA_HIGUERA,Punta Colorada,ZU5,Polygon,1.87,"[-71.01354821120194, -29.35777694058702, -71.01095109443007, -29.35584143876895]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01385,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.29,"[-71.0153513563944, -29.35374554683948, -71.01469558773422, -29.3529532253654]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01386,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,1.84,"[-71.01682238539131, -29.35405749014511, -71.01501707928553, -29.35219371369848]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01387,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,0.93,"[-71.01609535087196, -29.35289321261188, -71.01426733828255, -29.35172251169609]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01388,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,0.25,"[-71.01467765963123, -29.3525245972196, -71.01379640830078, -29.3516752052537]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01389,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.64,"[-71.01535693757356, -29.35223637583996, -71.01406856036655, -29.35132648705689]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01390,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.02,"[-71.01761873017705, -29.35731628731794, -71.01735561297568, -29.35697107556581]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01391,PRC_LA_HIGUERA,Punta Colorada,ZU1,Polygon,4.12,"[-71.01281101690641, -29.35460445427525, -71.00990488598023, -29.35206855076317]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01392,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.05,"[-71.0155806175009, -29.35211123932595, -71.01507227534495, -29.35181580799085]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01393,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,2.27,"[-71.01790054053652, -29.35513609304724, -71.01553631281266, -29.35341976812069]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01394,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,0.23,"[-71.01872205199084, -29.35766062294124, -71.01767230221525, -29.35737958572024]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01395,PRC_LA_HIGUERA,Punta Colorada,ZU3,Polygon,0.96,"[-71.01937495217071, -29.35726434312067, -71.01766025049079, -29.35627216571499]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01396,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,1.03,"[-71.02375035363873, -29.35684299527169, -71.01931251386465, -29.35540743700055]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01397,PRC_LA_HIGUERA,Punta Colorada,ZAP,Polygon,0.08,"[-71.0202637063084, -29.35653157764556, -71.0195457255673, -29.35637541690483]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01398,PRC_LA_HIGUERA,Punta Colorada,ZIS,Polygon,0.17,"[-71.0141492436856, -29.35776088270377, -71.01349671494418, -29.35729668152361]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01399,PRC_LA_HIGUERA,Punta Colorada,ZAV,Polygon,0.08,"[-71.01390871891324, -29.35748968366847, -71.0131097742221, -29.35729635713869]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
NORM-PRC-zona_urbana-punta_colorada-01400,PRC_LA_HIGUERA,Punta Colorada,<sin_codigo_extraible>,Polygon,0.08,"[-71.01704664173145, -29.35363210584886, -71.01663369984797, -29.35326235914545]",PRC_LA_HIGUERA / Punta Colorada / Zonificacion_PC
